qid,category,confidence,question
test_0110,MATH,0.95,"Một động cơ không đồng bộ ba pha bốn cực được cấp điện từ nguồn 50Hz. Trên nhãn động cơ có ghi tốc độ định mức 1425 vg/ph. Giả sử tải của động cơ giảm và hệ số trượt chỉ còn 0,02. Tính tốc độ mới của động cơ...."
test_0111,MATH,0.95,"Lãi suất danh nghĩa là 10% được tính theo kỳ bán niên, vậy lãi suất hàng năm hiệu quả là bao nhiêu?..."
test_0112,MATH,1.0,"Một bể chứa hình trụ đang được đổ đầy nước với tốc độ không đổi là $ 500 \, \text{cm}^3/\text{sec} $. Bán kính của bể là 10 cm. Hỏi tốc độ tăng của chiều cao nước là bao nhiêu khi chiều cao nước là 15 cm?..."
test_0113,READING,1.0,"Đoạn thông tin: Tuyên ngôn độc lập Estonia Tuyên ngôn độc lập của Estonia, còn được gọi là Tuyên ngôn cho dân của Estonia (Tiếng Estonia: Manifest Eestimaa rahvastele), là tuyên ngôn thành lập của Cộng hòa Estonia vào năm 1918. Nó được tuyên bố vào ngày 24 tháng Hai, ngày gọi là ngày Quốc khánh hoặc..."
test_0114,MATH,0.95,"Một nhà độc quyền đối mặt với đường cầu tuyến tính và chi phí biên không đổi. Nếu chính phủ áp đặt một khoản thuế theo đơn vị lên nhà độc quyền,..."
test_0115,KNOWLEDGE,0.9,Chọn phương án trả lời đúng theo tư tưởng Chủ Tịch Hồ Chí Minh về lực lượng chủ yếu của khối đại đoàn kết dân tộc?...
test_0116,MATH,1.0,Cho $ g(x) = \cos(x) \cdot e^{-x} $. Hãy tìm giá trị của $ g'(0) $....
test_0117,READING,1.0,"Đoạn thông tin: Title: Tần Tuyên thái hậu Content: Tần Tuyên Thái hậu (chữ Hán: 秦宣太后, 348 TCN - 265 TCN), cũng gọi Mị Thái hậu (羋太后) hay Tuyên Thái hậu (宣太后), là một Thái hậu nước Tần thời Chiến Quốc trong lịch sử Trung Quốc. Bà là phi tần của Tần Huệ Văn vương Doanh Tứ, và là mẫu thân của Tần Chiêu..."
test_0118,MATH,0.95,"Một công ty sử dụng phương pháp tính khấu hao theo số lượng sản phẩm để khấu hao một thiết bị. Thiết bị có chi phí là 50.000 đô la, giá trị còn lại là 5.000 đô la và tuổi thọ hữu ích được ước tính là 100.000 đơn vị. Nếu công ty sản xuất 12.000 đơn vị trong năm đầu tiên, thì chi phí khấu hao cho năm ..."
test_0119,READING,1.0,Đoạn thông tin: Title: Cổ Thiên Lạc Content: Cổ Thiên Lạc (sinh ngày 21 tháng 10 năm 1970) là một diễn viên và ca sĩ người Hồng Kông. Anh từng là gương mặt nổi bật và diễn viên chủ chốt của đài truyền hình trung ương TVB TV drama. Anh từng đoạt giải TVB cho nam diễn viên xuất sắc nhất (Best Actor) t...
test_0120,KNOWLEDGE,0.9,PM2.5 là gì?...
test_0121,MATH,0.95,"Câu hỏi: Điều gì xảy ra với Lượng đặt hàng tối ưu (EOQ) nếu doanh số đơn vị hàng năm tăng gấp đôi, giả sử tất cả các chi phí khác không thay đổi?..."
test_0122,KNOWLEDGE,0.9,Bản chất của chuyển giao quyền lực chính trị khác so với giành quyền lực chính trị như thế nào?...
test_0123,MATH,0.95,"Một hệ thống máy tính có tốc độ đồng hồ là 2,5 GHz và trung bình 3 chu kỳ đồng hồ mỗi lệnh (CPI). Một kỹ thuật tối ưu hóa mới giảm CPI xuống còn 2. Nếu một chương trình ban đầu mất 15 giây để thực thi, chương trình đó sẽ chạy nhanh hơn bao nhiêu lần khi áp dụng kỹ thuật tối ưu hóa?..."
test_0124,KNOWLEDGE,0.9,Công thức hoá học của oxit có thành phần phần trăm của S là 40%:...
test_0125,KNOWLEDGE,0.9,"Theo Chủ Tịch Hồ Chí Minh, ở đời và làm người thì phải làm gì?..."
test_0126,READING,1.0,"Đoạn thông tin: Tiêu đề: Giáo hoàng Gioan Phaolô II Nội dung: II. Nhiệm kỳ giáo hoàng 3. Các chuyến tông du  Trong suốt triều đại của mình ông đã thực hiện 104 cuộc viếng thăm ngoài nước Ý, chuyến đi cuối cùng là Lộ Đức vào tháng 8 năm 2004. Ông cũng thực hiện 143 cuộc viếng thăm trong nước Ý. Với t..."
test_0127,KNOWLEDGE,0.9,"Theo thông tin được cung cấp, hình thức nộp thủ tục liên thông báo cáo tình hình sử dụng lao động là gì?..."
test_0128,KNOWLEDGE,0.9,VNNIC là tên viết tắt của đơn vị nào?...
test_0129,MATH,1.0,"Xét một bài toán dẫn nhiệt một chiều, trạng thái ổn định qua một bức tường composite gồm hai lớp, mỗi lớp có độ dẫn nhiệt khác nhau là $ k_1 $ và $ k_2 $, và độ dày lần lượt là $ L_1 $ và $ L_2 $. Mặt bên trái của bức tường được duy trì ở nhiệt độ $ T_1 $, và mặt bên phải ở nhiệt độ $ T_4 $. Giả sử ..."
test_0130,READING,1.0,"Đoạn thông tin: [1] Tiêu đề: Jaffna Nội dung: Jaffna (Tiếng Tamil: யாழ்ப்பாணம் Yalpanam, Sinhala: යාපනය Yāpanaya) là một thành phố lớn ở Sri Lanka. Đây là thành phố thủ phủ của tỉnh Phía Bắc (Northern) Sri Lanka. Đây là trụ sở hành chính của huyện Jaffna nằm trên bán đảo Jaffna. Nó cũng là thành phố..."
test_0131,KNOWLEDGE,0.9,Bạn nên làm gì khi bắt tay?...
test_0132,KNOWLEDGE,0.9,Cuộc nội chiến ở Trung Quốc là cuộc cách mạng dân tộc vì đã đánh đổ kẻ thù là:...
test_0133,KNOWLEDGE,0.9,Đồng thể “Pháp bảo” là gì?...
test_0134,MATH,0.95,"Nếu quỹ hưu trí cung cấp mức sinh lời hàng năm là 5% và tỷ lệ lạm phát là 2%, thì tốc độ tăng trưởng thực của tài sản của một người đầu tư vào quỹ hưu trí này là bao nhiêu?..."
test_0135,KNOWLEDGE,0.9,Yếu tố nào sau đây không ảnh hưởng đến tổng cung?...
test_0136,KNOWLEDGE,0.9,"Câu nào trong các câu sau đây giải thích tốt nhất tác động của việc tăng cung tiền 800 tỷ USD đến lượng hàng hóa và dịch vụ, với cung tiền ban đầu là 4 nghìn tỷ USD, tốc độ lưu thông tiền tệ là 3, và mức giá tăng từ 100 lên 110?..."
test_0137,KNOWLEDGE,0.9,Chức năng cơ bản của nhà nước là gì?...
test_0138,READING,1.0,Đoạn thông tin: -- Đoạn văn 1 -- Tiêu đề: Hồ Chí Minh - Cuộc đời và sự nghiệp. Từ bị giam ở Trung Quốc cho tới thành lập Việt Nam Dân chủ Cộng hòa. Nội dung: Hồ Chí Minh bị chính quyền địa phương của Trung Hoa Dân quốc bắt giữ ngày 29 tháng 8 khi đang đi cùng một người Trung Quốc dẫn đường và bị gia...
test_0139,KNOWLEDGE,0.9,"Khi đề cập đến sự ra đời của Đảng Cộng sản, Lênin nêu lên hai yếu tố, đó là sự kết hợp của chủ nghĩa Mác và phong trào công nhân. Sự ra đời của Đảng Cộng sản Việt Nam, bên cạnh hai yếu tố trên, Chủ Tịch Hồ Chí Minh còn kể đến yếu tố thứ ba nữa đó là?..."
test_0140,KNOWLEDGE,0.9,Cách trách nhiệm xã hội của doanh nghiệp (CSR) thường mang lại lợi ích gì cho doanh nghiệp?...
test_0141,READING,1.0,"Đoạn thông tin: Tiêu đề: Sân vận động Quốc gia Mỹ Đình Nội dung: Sân vận động Quốc gia Mỹ Đình là một sân vận động đa năng ở quận Nam Từ Liêm, Hà Nội, Việt Nam. Sân có sức chứa 40.192 chỗ ngồi và là trung tâm của Khu liên hợp thể thao quốc gia Việt Nam. Sân chính thức được khánh thành vào tháng 9 nă..."
test_0142,KNOWLEDGE,0.9,Nhiệt độ dải nhiệt độ tối ưu thông thường cho hoạt động của enzym nhiệt (thermozymes) là bao nhiêu?...
test_0143,KNOWLEDGE,0.9,"Trong RAID, cấp độ nào có ưu điểm là khả năng khôi phục dữ liệu cao nhất nếu xảy ra sự cố ổ cứng?..."
test_0144,MATH,1.0,"Xét phép biến đổi $ T $ được xác định bởi $ T(x, y) = (3x - 2y, x + 4y) $. Ma trận biểu diễn của $ T $ là gì?..."
test_0145,KNOWLEDGE,0.9,"Theo Chủ Tịch Hồ Chí Minh, việc thành lập Đảng Cộng sản Đông Dương dựa trên sự kết hợp nào?..."
test_0146,MATH,1.0,"Xét các điểm $ A(1, 2) $, $ B(4, 6) $, và $ C(7, 2) $ trong mặt phẳng tọa độ. Một đường thẳng $ L $ đi qua điểm $ A $ và song song với đoạn thẳng $ BC $. Phương trình của đường thẳng $ L $ là gì?..."
test_0147,MATH,1.0,"Một con lắc có chiều dài $ L $ được dịch chuyển bởi một góc nhỏ $ \theta_0 $ và được thả ra từ trạng thái nghỉ. Con lắc chịu tác dụng của một lực cản tỉ lệ với vận tốc góc của nó, với hệ số cản $ b $. Chuyển động của con lắc được mô tả bởi phương trình vi phân $ \frac{d^2\theta}{dt^2} + \frac{b}{mL}..."
test_0148,MATH,1.0,"Xét một ống hình trụ có bán kính $ R $, trong đó một chất lỏng nhớt không nén được chảy ổn định. Chất lỏng có độ nhớt động $ \mu $ và hiệu áp suất giữa hai đầu ống có chiều dài $ L $ là $ \Delta P $. Trong số các phát biểu sau, phát biểu nào mô tả chính xác lưu lượng thể tích $ Q $ của chất lỏng qua..."
test_0149,READING,1.0,Đoạn thông tin: -- Đoạn văn 1 -- Tiêu đề: Quốc-Cộng hợp tác Nội dung: Quốc Cộng hợp tác (tiếng Trung: 國共合作) chỉ sự liên minh giữa Trung Hoa Quốc Dân Đảng và Trung Quốc Cộng sản Đảng trong các thời kỳ 1924-1927 và 1937-1945. Thời kỳ liên minh thứ nhất nhằm dẹp các quân phiệt chống lại chính quyền non...
test_0150,KNOWLEDGE,0.9,Vấn đề chính nào liên quan đến việc thu thập và lưu trữ lượng lớn dữ liệu trong hoạt động CNTT là gì?...
test_0151,KNOWLEDGE,0.9,"Câu hỏi nào sau đây mô tả tốt nhất thách thức chính trong việc tích hợp các yếu tố Môi trường, Xã hội và Quản trị (ESG) vào chiến lược quản lý rủi ro doanh nghiệp?..."
test_0152,MATH,0.95,"Nếu GDP bình quân đầu người của một quốc gia là 800 đô la vào năm 1 Công nguyên và tăng lên 919 đô la vào năm 1348, thì tốc độ tăng trưởng trung bình hàng năm của GDP bình quân đầu người trong giai đoạn này là bao nhiêu?..."
test_0153,MATH,0.95,Tính khách quan của chân lý thể hiện ở chỗ nào?...
test_0154,KNOWLEDGE,0.9,"Chọn câu đúng. A. Sóng dọc là sóng truyền dọc theo một sợi dây. B. Sóng dọc là sóng truyền theo phương thẳng đứng, còn sóng ngang là sóng truyền theo phương nằm ngang. C. Sóng dọc là sóng trong đó phương dao động (của các phần tử môi trường) trùng với phương truyền. D. Sóng ngang là sóng trong đó ph..."
test_0155,KNOWLEDGE,0.9,"Trong một quần thể gồm 500 cá thể, tần số của alen lặn cho một đặc điểm cụ thể là 0,3. Giả sử quần thể ở trạng thái cân bằng Hardy-Weinberg, số lượng cá thể đồng hợp lặn dự kiến trong quần thể là bao nhiêu?..."
test_0156,KNOWLEDGE,0.9,Các nhiệm vụ nghiên cứu của nhà địa lý liên quan đến gì?...
test_0157,READING,1.0,Đoạn thông tin: [1] Tiêu đề: địa điểm giao dịch và thời gian làm việc Nội dung: Để tìm thông tin về địa chỉ và thời gian làm việc của Điểm giao dịch VNPT Vinaphone anh chị vui lòng truy cập vào đường link sau: https://vnpt.com.vn/ho-tro/diem-giao-dich Hoặc có thể liên hệ số Hotline 18001091.  [2] Ti...
test_0158,MATH,0.95,"Điện tích trên tụ điện có điện dung 1,44 × 10^-10 F khi hiệu điện thế giữa hai bản là 120 V là bao nhiêu?..."
test_0159,READING,1.0,Đoạn thông tin: -- Đoạn văn 1 -- Tiêu đề: Chủ nghĩa Stalin Nội dung: Chủ nghĩa Stalin là từ được dùng khi nói tới lý thuyết và thực hành của Stalin tạo ra trong thời kỳ lãnh đạo của Josef Stalin (1927–1953) ở Liên Xô và ở Đệ Tam Quốc tế. Đây được xem là một loại Chủ nghĩa toàn trị (nhà nước chi phối...
test_0160,KNOWLEDGE,0.9,Khẳng định nào là đúng về chú thích trong Python?...
test_0161,MATH,0.95,Tính đa dạng sinh học của sinh vật biểu hiện ở:...
test_0162,KNOWLEDGE,0.9,Yêu cầu chính để một hợp đồng được coi là có hiệu lực pháp lý là gì?...
test_0163,KNOWLEDGE,0.9,Những trường hợp nào khoan giếng không phải đăng ký khai thác?...
test_0164,KNOWLEDGE,0.9,Xu hướng chung trong cải cách hành chính công trên thế giới là gì?...
test_0165,MATH,1.0,"Xét một vật liệu tổng hợp được tạo thành từ hai vật liệu khác nhau, A và B, được bố trí theo cấu hình song song. Vật liệu A có độ dẫn nhiệt $ k_A $ và vật liệu B có độ dẫn nhiệt $ k_B $. Diện tích tiết diện ngang của các vật liệu A và B lần lượt là $ A_A $ và $ A_B $. Nếu vật liệu tổng hợp được đặt ..."
test_0166,KNOWLEDGE,0.9,"Trong phong trào chính trị quốc tế, đảng cánh Tả được coi là đảng có xu hướng..."
test_0167,READING,1.0,"Đoạn thông tin: -- Document 1 -- Title: Lịch sử Hoa Kỳ - Thế kỷ 20. Những năm 20 ồn ào và đại khủng hoảng. Content: Trong thập niên 1920, nước Mỹ hưởng sự thịnh vượng ở khắp nơi, dẫu có yếu kém về nông nghiệp. Bong bóng tài chính bị thổi phòng bởi thị trường chứng khoán lạm phát mà sau đó dẫn đến sự..."
test_0168,KNOWLEDGE,0.9,"Theo Chủ Tịch Hồ Chí Minh, học để làm gì?..."
test_0169,READING,1.0,"Đoạn thông tin: -- Đoạn văn 1 -- Tiêu đề: Số: 3597 /VNPT-IT-NS-TL V/v: Hướng dẫn xây dựng kế hoạch đào tạo, bồi dưỡng năm 2023 Nội dung: TẬP ĐOÀN BƯU CHÍNH VIỄN THÔNG VIỆT NAM CÔNG TY CÔNG NGHỆ THÔNG TIN VNPT CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Số: 3597 /VNPT-IT-NS-TL V/v:..."
test_0170,KNOWLEDGE,0.9,"Tổ chức thực thi quyền lực chính trị là Hệ thống chính trị, đúng hay sai..."
test_0171,READING,1.0,"Đoạn thông tin: Tiêu đề: Thị trường Vàng Bạc London Nội dung: Thị trường Vàng Bạc London là thị trường bán buôn ngoài sàn để giao dịch vàng và bạc giao ngay. Giao dịch được thực hiện giữa các thành viên của Hiệp hội Thị trường Vàng Bạc London (LBMA), được giám sát lỏng lẻo bởi Ngân hàng Anh. Phần lớ..."
test_0172,READING,1.0,"Đoạn thông tin: [1] Tiêu đề: Nhất đại tông sư Nội dung: Nhất đại tông sư (chữ Hán: 一代宗師, tựa tiếng Anh: The Grandmaster) là một bộ phim điện ảnh chính kịch võ thuật Hồng Kông-Trung Quốc năm 2013 dựa trên cuộc đời thực của võ sư Vịnh Xuân quyền Diệp Vấn. Phim do Vương Gia Vệ đạo diễn kiêm viết kịch b..."
test_0173,KNOWLEDGE,0.9,Ưu điểm của cơ cấu chỉ thị từ điện là:...
test_0174,MATH,1.0,"Xét một điện tích điểm $ +Q $ nằm tại gốc tọa độ và một điện tích điểm $ -Q $ nằm tại $ (2a, 0) $ trên trục x. Điện thế điện $ V $ tại một điểm $ P $ nằm trên trục y, cách gốc tọa độ một khoảng $ y $ là bao nhiêu?..."
test_0175,READING,1.0,"Đoạn thông tin: Title: Hiệu ứng Coolidge Content: Hiệu ứng Coolidge hay hiệu ứng ham của lạ là một hiện tượng sinh học được thấy ở động vật, theo đó con đực thể hiện việc tham gia vào việc thực hiện hành vi giao phối mới lạ bất cứ khi nào một con cái muốn có quan hệ tình dục, ngay cả sau khi thỏa mã..."
test_0176,KNOWLEDGE,0.9,"Vì sao công nghiệp văn hóa được coi là một ""vũ khí"" trong cuộc đấu tranh bảo vệ các giá trị tốt đẹp?..."
test_0177,MATH,1.0,Một trường từ đều $ B $ hướng dọc theo trục z. Một khung dây hình chữ nhật có chiều rộng $ w $ và chiều cao $ h $ nằm trong mặt phẳng xy và mang dòng điện $ I $. Khung dây ban đầu đứng yên và có thể quay quanh trục y. Độ lớn mô men xoắn tác dụng lên khung do trường từ là bao nhiêu khi mặt phẳng khun...
test_0178,KNOWLEDGE,0.9,Tri giác phản ánh điều gì?...
test_0179,MATH,1.0,Chuyển số phức $ z = 1 + \sqrt{3}i $ sang dạng biểu diễn cực $ z = r(\cos \theta + i \sin \theta) $. Giá trị của $ \theta $ theo radian là bao nhiêu?...
test_0180,KNOWLEDGE,0.9,"Trong lễ hội, các hoạt động vui chơi giải trí cần phải bảo đảm yếu tố nào?..."
test_0181,MATH,0.95,"Nếu một tài khoản tiết kiệm có lãi suất danh nghĩa là 3% và tỷ lệ lạm phát là 2%, thì lãi suất thực là bao nhiêu?..."
test_0182,READING,1.0,"Đoạn thông tin: [1] Tiêu đề: Jacques Lacan Nội dung: Jacques Marie Émile Lacan (; 13 tháng 4 năm 1901 – 9 tháng 9 năm 1981) là một nhà phân tâm học và tâm lý trị liệu người Pháp, người đã có những đóng góp nổi bật cho phân tâm học và triết học đương đại, và được gọi là ""nhà phân tâm học gây tranh cã..."
test_0183,KNOWLEDGE,0.9,"Sự phát triển nhảy vọt về nhận thức, tư tưởng của Chủ Tịch Hồ Chí Minh từ một thanh niên yêu nước chân chính sang một chiến sĩ cộng sản sau khi Người đọc được văn kiện nào sau đây?..."
test_0184,MATH,1.0,"Một photon có bước sóng 600 nm. Năng lượng của nó là bao nhiêu electron-vôn (eV)? (Lưu ý: Hằng số Planck $ h = 4.1357 \times 10^{-15} $ eV·s, tốc độ ánh sáng $ c = 3 \times 10^8 $ m/s)..."
test_0185,READING,1.0,"Đoạn thông tin: -- Đoạn văn 1 -- Tiêu đề: Trung Quốc Nội dung: Trong thế kỷ XIII, Trung Quốc dần bị Đế quốc Mông Cổ chinh phục, Tây Hạ và Kim dần bị tiêu diệt. Năm 1271, đại hãn người Mông Cổ là Hốt Tất Liệt thiết lập triều đại Nguyên; triều Nguyên chinh phục tàn dư cuối cùng của triều Tống vào năm ..."
test_0186,KNOWLEDGE,0.9,Hành chính công bao gồm những lĩnh vực nào?...
test_0187,KNOWLEDGE,0.9,Hiểu như thế nào về Chủ nghĩa xã hội mang màu sắc Trung Quốc?...
test_0188,MATH,0.95,Công ty The Spy Who Loves You báo cáo Chi phí hàng hóa bán được là 7.200 USD trong năm 1 và 7.920 USD trong năm 2. Tỷ lệ thay đổi của Chi phí hàng hóa bán được từ năm 1 sang năm 2 là bao nhiêu?...
test_0189,MATH,0.95,"Nếu một doanh nghiệp có chi phí biến đổi trung bình là 15 đô la và chi phí biên là 20 đô la, thì tác động đến chi phí biến đổi trung bình sẽ như thế nào nếu lượng sản phẩm đầu ra tăng thêm một đơn vị?..."
test_0190,KNOWLEDGE,0.9,Chọn đáp án sai. Chủ Tịch Hồ Chí Minh tiếp thu những giá trị tư tưởng nào?...
test_0191,KNOWLEDGE,0.9,Câu hỏi nào dưới đây giải thích tốt nhất vai trò của plasmid trong việc phát triển khả năng kháng kháng sinh ở vi khuẩn?...
test_0192,MATH,1.0,"Trong vận chuyển bằng đường ống, sự giảm áp suất $ \Delta P $ trên một đoạn ống có chiều dài $ L $ được cho bởi phương trình Darcy-Weisbach: $$ \Delta P = f \cdot \frac{L}{D} \cdot \frac{\rho v^2}{2} $$ trong đó $ f $ là hệ số ma sát Darcy, $ D $ là đường kính ống, $ \rho $ là mật độ chất lỏng, và $..."
test_0193,MATH,1.0,"Xét một phản ứng hóa học trong đó nồng độ $ C(t) $ của chất phản ứng thay đổi theo thời gian theo phương trình vi phân: $$ \frac{dC}{dt} = -kC + a, $$ trong đó $ k $ là hằng số tốc độ phản ứng và $ a $ là tốc độ đầu vào hằng số. Giả sử $ k = 0.2 $ và $ a = 0.5 $. Trong số các phát biểu sau, phát biể..."
test_0194,MATH,0.95,"Một mạch điện gồm một acquy 24V, một điện trở 6Ω và một điện trở biến đổi được mắc nối tiếp. Điện trở biến đổi được điều chỉnh để tiêu thụ công suất đúng bằng công suất tiêu thụ của điện trở cố định 6Ω. Điện trở biến đổi có giá trị là bao nhiêu?..."
test_0195,MATH,0.95,"Trong một nền kinh tế hai hàng hóa, nếu giá của hàng hóa X là 5 đô la và giá của hàng hóa Y là 10 đô la, và người tiêu dùng có thu nhập là 100 đô la, thì độ dốc của đường ngân sách là bao nhiêu?..."
test_0196,MATH,0.95,"Một bàn là điện có công suất định mức 1100W và cường độ dòng điện định mức 5A. Điện trở suất là ρ = 1,1.10–6 Ωm và tiết diện của dây là S = 0,5mm², chiều dài của dây dẫn là..."
test_0197,READING,1.0,"Đoạn thông tin: Tiêu đề: Chiến tranh Nagorno-Karabakh 2020 Nội dung: Chiến tranh Nagorno-Karabakh 2020 là một cuộc xung đột vũ trang giữa Azerbaijan, ủng hộ bởi Thổ Nhĩ Kỳ, với Cộng hòa Artsakh tự xưng và Armenia, trong vùng lãnh thổ tranh chấp Nagorno-Karabakh và khu vực xung quanh. Đây là bước leo..."
test_0198,MATH,0.95,"Một công ty có tài sản ngắn hạn là 100.000 USD và hàng tồn kho là 200.000 USD. Tỷ số nhanh của công ty được tính là 0,8. Lợi nhuận ngắn hạn của công ty là bao nhiêu?..."
test_0199,KNOWLEDGE,0.9,"Khi thực hiện thủ tục chứng thực di chúc, nếu di chúc có từ 02 trang trở lên, người lập di chúc cần thực hiện điều gì?..."
test_0200,KNOWLEDGE,0.9,Khuynh hướng hữu khuynh trong thực tiễn biểu hiện như thế nào?...
test_0201,READING,1.0,"Đoạn thông tin: Tiêu đề: Bồ Đào Nha Nội dung: V. Kinh tế 1. Du lịch  Các lĩnh vực ngân hàng bảo hiểm có thành tựu tốt cho đến khủng hoảng tài chính cuối thập niên 2000, điều này phản ánh một phần tốc độ gia tăng nhanh chóng của thị trường Bồ Đào Nha. Du lịch và lữ hành duy trì vị thế cực kỳ quan trọ..."
test_0202,MATH,1.0,"Xét một hệ thống gồm hai mặt trăng quay quanh một hành tinh theo quỹ đạo đồng phẳng, tròn. Khối lượng của các mặt trăng lần lượt là $ m_1 $ và $ m_2 $, bán kính quỹ đạo của chúng lần lượt là $ r_1 $ và $ r_2 $, với $ r_1 < r_2 $. Các mặt trăng nằm trong trạng thái cộng hưởng chuyển động trung bình 3..."
test_0203,KNOWLEDGE,0.9,"Theo Tâm lý học, nhân cách là:..."
test_0204,KNOWLEDGE,0.9,Tiếng Việt có đặc điểm gì về âm điệu?...
test_0205,READING,1.0,"Đoạn thông tin: Title: Chi Linh lăng Content: Chi Linh lăng hay chi Cỏ ba lá thập tự (danh pháp khoa học: Medicago) là một chi thực vật trong họ Đậu (Fabaceae), có hoa sống lâu năm, chủ yếu được nói đến như là M. sativa L., tức cỏ linh lăng. Cỏ linh lăng là thực vật lâu năm, sống từ 5 đến 12 năm, ph..."
test_0206,KNOWLEDGE,0.9,"Hệ thống chính trị là chỉnh thể các thiết chế thực thi quyền lực chính trị, bao gồm các bộ phận cấu thành là:..."
test_0207,MATH,1.0,"Trong một cuộc cạnh tranh Cournot với hai doanh nghiệp, mỗi doanh nghiệp có chi phí biên sản xuất không đổi là $ c $ và hàm cầu thị trường được cho bởi $ Q = a - P $, trong đó $ P $ là giá và $ a $ là một hằng số dương. Nếu cả hai doanh nghiệp chọn lượng sản phẩm của họ đồng thời và độc lập, thì phá..."
test_0208,MATH,1.0,"Trong một thí nghiệm phân tán hạt, tiết diện vi phân $ \frac{d\sigma}{d\Omega} $ cho sự phân tán vào một góc khối $ d\Omega $ được cho bởi công thức Rutherford: $$ \frac{d\sigma}{d\Omega} = \left( \frac{Z_1 Z_2 e^2}{4 \pi \epsilon_0 E} \right)^2 \frac{1}{\sin^4(\theta/2)} $$ Nếu số nguyên tử $ Z_1 $..."
test_0209,KNOWLEDGE,0.9,Bình đẳng về quyền và nghĩa vụ có nghĩa là:...
test_0210,READING,1.0,"Đoạn thông tin: Tiêu đề: A Phi chính truyện Nội dung: A Phi chính truyện (chữ Hán phồn thể: 阿飛正傳; giản thể: 阿飞正传; tiếng Anh: Days of Being Wild hay The True Story of Ah Fei) là một bộ phim nghệ thuật của Hồng Kông, phát hành năm 1991, đạo diễn Vương Gia Vệ. Đây được xem là một trong những bộ phim ki..."
test_0211,READING,1.0,"Đoạn thông tin: Title: Dự án Eden Content: Dự án Eden là một địa điểm rất được ưa chuộng bởi khách du lịch tới Cornwall, Anh. Đó là công trình phức hợp về môi trường quy mô lớn bao gồm hai khu vực quần thể có mái vòm có chứa hai quần xã sinh vật khác nhau, gồm thực vật được thu thập từ nhiều vùng kh..."
test_0212,READING,1.0,"Đoạn thông tin: [1] Tiêu đề: Kẻ trộm Mặt Trăng Nội dung: Despicable Me (tạm dịch: Tôi ti tiện, phát hành ở Việt Nam dưới tên Kẻ trộm mặt trăng) là một bộ phim hoạt hình 3D của Universal Pictures và Illumination Entertainment, được phát hành ngày 9 tháng 7 năm 2010 ở Hoa Kỳ. Bộ phim có sự tham gia lồ..."
test_0213,KNOWLEDGE,0.9,Một trong hai khe của thí nghiệm Young được làm mờ sao cho nó chỉ truyền ánh sáng được bằng 1/2 cường độ sáng của khe còn lại. Kết quả là...
test_0214,READING,1.0,"Đoạn thông tin: Malaysia Hiến pháp Malaysia đảm bảo quyền tự do tôn giáo trong khi xác định Hồi giáo là quốc giáo. Theo số liệu từ Điều tra dân số và nhà ở năm 2010, có sự tương liên cao giữa dân tộc và tôn giáo. Xấp xỉ 61,3% dân số thực hành Hồi giáo, 19,8% thực hành Phật giáo, 9,2% thực hành Ki-tô..."
test_0215,KNOWLEDGE,0.9,"Khi cách điệu họa tiết, điều quan trọng nhất cần đảm bảo là gì?..."
test_0216,KNOWLEDGE,0.9,"Tác động quan trọng nào của các bước tiến công nghệ trong lĩnh vực giao thông, thông tin liên lạc và quản lý thông tin đối với thương mại quốc tế?..."
test_0217,READING,1.0,"Đoạn thông tin: Tiêu đề: Làng Nội dung: Làng hay Ngôi làng là một khu định cư của một cộng đồng người, nó lớn hơn xóm, ấp nhưng nhỏ hơn một thị trấn, với dân số khác nhau, từ một vài trăm đến một vài ngàn. Những ngôi làng thường nằm ở nông thôn, song cũng có những có ngôi làng thành thị. Làng thường..."
test_0218,MATH,1.0,Hàm số nào sau đây là biến đổi Laplace của hàm $ f(t) = e^{-3t} \cos(4t) $?...
test_0219,READING,1.0,"Đoạn thông tin: Holocaust ở Litva Holocaust ở Litva đã dẫn tới sự hủy diệt gần như toàn bộ người Litva gốc Do Thái (Litvaks),, sống ở Generalbezirk Litauen trong vùng Ostland Reichskommissariat dưới sự kiểm soát của Đức Quốc Xã và Cộng hoà Xã hội chủ nghĩa Xô Viết Litva. Trong khoảng 208,000-210,000..."
test_0220,MATH,0.95,Câu hỏi nào sau đây là đúng liên quan đến việc thanh toán lợi nhuận trên vốn chủ sở hữu?...
test_0221,MATH,0.95,"Giả sử đường cầu đối với một sản phẩm được biểu diễn bởi phương trình Qd = 100 - 5P, trong đó Qd là lượng cầu và P là giá. Nếu giá của sản phẩm tăng từ 5 đô la lên 7 đô la, thì sự thay đổi của lượng cầu là bao nhiêu?..."
test_0222,MATH,0.95,"Xét một hành tinh quay quanh một ngôi sao theo quỹ đạo tròn hoàn hảo. Nếu quỹ đạo của hành tinh có bán kính là 1 AU (Đơn vị thiên văn) và nó hoàn thành một quỹ đạo trong 1 năm Trái Đất, thì chu kỳ quỹ đạo của một hành tinh quay quanh cùng ngôi sao đó ở khoảng cách 4 AU sẽ là bao nhiêu?..."
test_0223,KNOWLEDGE,0.9,"Trong một thành phố đối mặt với tình trạng ùn tắc giao thông nghiêm trọng, chiến lược nào trong số các chiến lược sau có thể giúp giảm thiểu ùn tắc đồng thời xem xét sự tương tác giữa cơ sở hạ tầng, giao thông công cộng và quy hoạch đô thị?..."
